cve,cvssV3,cvssV2
CVE-2016-1920,5.5,4.3
CVE-2016-1922,5.5,2.1
CVE-2016-1923,6.5,4.3
CVE-2016-1924,6.5,4.3
CVE-2016-1925,9.8,7.5
CVE-2016-1926,6.1,4.3
CVE-2016-1927,7.5,5.0
CVE-2016-1928,9.8,7.5
CVE-2016-1929,9.3,8.5
CVE-2016-1930,9.8,10.0
CVE-2016-1931,10.0,10.0
CVE-2016-1933,6.5,4.3
CVE-2016-1935,8.8,9.3
CVE-2016-1937,6.1,4.3
CVE-2016-1938,6.5,6.4
CVE-2016-1939,5.3,5.0
CVE-2016-1940,5.3,5.0
CVE-2016-1941,6.1,4.3
CVE-2016-1942,7.4,4.3
CVE-2016-1943,4.7,4.3
CVE-2016-1944,9.8,10.0
CVE-2016-1945,8.8,9.3
CVE-2016-1946,9.8,10.0
CVE-2016-1947,4.7,4.3
CVE-2016-1948,5.3,4.3
CVE-2016-1949,8.8,6.8
CVE-2016-1950,8.8,6.8
CVE-2016-1951,8.6,7.5
CVE-2016-1952,8.8,6.8
CVE-2016-1953,8.8,6.8
CVE-2016-1954,8.8,6.8
CVE-2016-1955,4.3,4.3
CVE-2016-1956,6.5,7.1
CVE-2016-1957,4.3,4.3
CVE-2016-1958,4.3,4.3
CVE-2016-1959,8.8,6.8
CVE-2016-1960,8.8,6.8
CVE-2016-1961,8.8,6.8
CVE-2016-1962,9.8,10.0
CVE-2016-1963,7.4,4.4
CVE-2016-1964,8.8,6.8
CVE-2016-1965,4.3,4.3
CVE-2016-1966,8.8,6.8
CVE-2016-1967,6.5,4.3
CVE-2016-1968,8.8,6.8
CVE-2016-1969,8.8,6.8
CVE-2016-1970,8.8,6.8
CVE-2016-1971,8.8,6.8
CVE-2016-1972,8.8,6.8
CVE-2016-1973,8.8,6.8
CVE-2016-1974,8.8,6.8
CVE-2016-1975,6.3,6.8
CVE-2016-1976,5.5,6.8
CVE-2016-1977,8.8,6.8
CVE-2016-1978,7.3,7.5
CVE-2016-1979,8.8,6.8
CVE-2016-1981,5.5,2.1
CVE-2016-1982,7.5,5.0
CVE-2016-1983,7.5,5.0
CVE-2016-1984,9.8,10.0
CVE-2016-1985,10.0,10.0
CVE-2016-1986,9.8,7.5
CVE-2016-1987,5.9,2.6
CVE-2016-1988,9.8,10.0
CVE-2016-1989,9.8,10.0
CVE-2016-1990,7.8,4.3
CVE-2016-1991,8.0,6.0
CVE-2016-1992,6.5,4.0
CVE-2016-1993,8.1,5.5
CVE-2016-1994,6.5,4.0
CVE-2016-1995,9.8,10.0
CVE-2016-1996,7.7,3.6
CVE-2016-1997,9.8,10.0
CVE-2016-1998,9.8,10.0
CVE-2016-1999,9.8,10.0
CVE-2016-2000,9.8,7.5
CVE-2016-2001,7.4,5.8
CVE-2016-2002,9.8,10.0
CVE-2016-2003,9.8,7.5
CVE-2016-2004,9.8,9.3
CVE-2016-2005,9.8,10.0
CVE-2016-2006,9.8,10.0
CVE-2016-2007,9.8,10.0
CVE-2016-2008,9.8,7.5
CVE-2016-2009,8.8,6.5
CVE-2016-2010,5.4,3.5
CVE-2016-2011,5.4,3.5
CVE-2016-2012,6.5,7.5
CVE-2016-2013,6.5,4.0
CVE-2016-2014,8.1,8.5
CVE-2016-2015,7.1,6.6
CVE-2016-2016,5.5,2.1
CVE-2016-2017,8.1,5.5
CVE-2016-2018,9.1,6.4
CVE-2016-2019,8.1,7.7
CVE-2016-2020,8.1,8.5
CVE-2016-2021,8.1,7.7
CVE-2016-2022,8.1,4.7
CVE-2016-2023,5.5,2.1
CVE-2016-2024,9.8,7.5
CVE-2016-2025,7.5,5.0
CVE-2016-2026,7.5,5.0
CVE-2016-2027,7.5,5.0
CVE-2016-2028,8.1,5.5
CVE-2016-2029,9.1,6.4
CVE-2016-2030,8.1,5.5
CVE-2016-2034,9.8,7.5
CVE-2016-2035,NA,NA
CVE-2016-2036,5.5,2.1
CVE-2016-2037,6.5,4.3
CVE-2016-2038,5.3,5.0
CVE-2016-2039,5.3,5.0
CVE-2016-2040,5.4,3.5
CVE-2016-2041,7.5,5.0
CVE-2016-2042,5.3,5.0
CVE-2016-2043,5.4,3.5
CVE-2016-2044,5.3,5.0
CVE-2016-2045,5.4,3.5
CVE-2016-2046,6.1,4.3
CVE-2016-2047,5.9,4.3
CVE-2016-2048,5.5,6.0
CVE-2016-2049,8.8,6.8
CVE-2016-2050,5.5,4.3
CVE-2016-2051,9.8,6.8
CVE-2016-2052,7.6,6.8
CVE-2016-2053,4.7,4.7
CVE-2016-2054,9.8,7.5
CVE-2016-2055,7.5,5.0
CVE-2016-2056,8.8,6.5
CVE-2016-2057,3.3,2.1
CVE-2016-2058,5.4,3.5
CVE-2016-2059,7.8,7.2
CVE-2016-2060,7.8,9.3
CVE-2016-2061,7.8,9.3
CVE-2016-2062,7.8,9.3
CVE-2016-2063,9.8,10.0
CVE-2016-2064,8.4,7.2
CVE-2016-2065,9.8,10.0
CVE-2016-2066,7.8,9.3
CVE-2016-2067,7.8,9.3
CVE-2016-2068,7.8,9.3
CVE-2016-2069,7.4,4.4
CVE-2016-2070,7.5,7.8
CVE-2016-2071,9.8,10.0
CVE-2016-2072,6.1,4.3
CVE-2016-2073,6.5,4.3
CVE-2016-2074,9.8,7.5
CVE-2016-2075,5.4,3.5
CVE-2016-2076,7.6,6.8
CVE-2016-2077,9.8,10.0
CVE-2016-2078,6.1,4.3
CVE-2016-2079,5.9,4.3
CVE-2016-2080,NA,NA
CVE-2016-2081,6.1,4.3
CVE-2016-2082,8.8,6.8
CVE-2016-2083,NA,NA
CVE-2016-2084,7.4,4.0
CVE-2016-2085,5.5,2.1
CVE-2016-2086,7.5,5.0
CVE-2016-2087,7.4,6.8
CVE-2016-2088,6.8,4.3
CVE-2016-2089,6.5,4.3
CVE-2016-2090,9.8,7.5
CVE-2016-2091,5.3,5.0
CVE-2016-2094,7.5,5.0
CVE-2016-2097,5.3,5.0
CVE-2016-2098,7.3,7.5
CVE-2016-2099,9.8,10.0
CVE-2016-2100,5.4,6.5
CVE-2016-2102,5.3,5.0
CVE-2016-2103,6.1,4.3
CVE-2016-2104,6.1,4.3
CVE-2016-2105,7.5,5.0
CVE-2016-2106,7.5,5.0
CVE-2016-2107,5.9,2.6
CVE-2016-2108,9.8,10.0
CVE-2016-2109,7.5,7.8
CVE-2016-2110,5.9,4.3
CVE-2016-2111,6.3,4.3
CVE-2016-2112,5.9,4.3
CVE-2016-2113,7.4,5.8
CVE-2016-2114,5.9,4.3
CVE-2016-2115,5.9,4.3
CVE-2016-2116,5.7,4.3
CVE-2016-2117,7.5,5.0
CVE-2016-2118,7.5,6.8
CVE-2016-2119,7.5,6.8
CVE-2016-2120,NA,NA
CVE-2016-2121,NA,NA
CVE-2016-2123,NA,NA
CVE-2016-2125,NA,NA
CVE-2016-2126,6.5,4.0
CVE-2016-2127,NA,NA
CVE-2016-2128,NA,NA
CVE-2016-2129,NA,NA
CVE-2016-2130,NA,NA
CVE-2016-2131,NA,NA
CVE-2016-2132,NA,NA
CVE-2016-2133,NA,NA
CVE-2016-2134,NA,NA
CVE-2016-2135,NA,NA
CVE-2016-2136,NA,NA
CVE-2016-2137,NA,NA
CVE-2016-2140,5.3,3.5
CVE-2016-2141,9.8,7.5
CVE-2016-2142,5.5,2.1
CVE-2016-2143,7.8,6.9
CVE-2016-2144,NA,NA
CVE-2016-2145,7.5,5.0
CVE-2016-2146,7.5,5.0
CVE-2016-2147,7.5,5.0
CVE-2016-2148,9.8,7.5
CVE-2016-2149,6.5,4.0
CVE-2016-2150,7.1,3.6
CVE-2016-2151,4.3,4.0
CVE-2016-2152,6.1,4.3
CVE-2016-2153,6.1,4.3
CVE-2016-2154,4.3,4.0
CVE-2016-2155,4.3,4.0
CVE-2016-2156,4.3,4.0
CVE-2016-2157,8.8,6.8
CVE-2016-2158,4.3,4.0
CVE-2016-2159,4.3,4.0
CVE-2016-2160,8.8,9.0
CVE-2016-2161,7.5,5.0
CVE-2016-2162,6.1,4.3
CVE-2016-2163,6.1,4.3
CVE-2016-2164,7.5,5.0
CVE-2016-2165,6.5,4.3
CVE-2016-2166,6.5,5.8
CVE-2016-2167,6.8,4.9
CVE-2016-2168,6.5,4.0
CVE-2016-2169,5.3,5.0
CVE-2016-2170,9.8,7.5
CVE-2016-2171,7.5,6.4
CVE-2016-2172,NA,NA
CVE-2016-2173,9.8,7.5
CVE-2016-2174,7.2,6.5
CVE-2016-2175,7.8,7.5
CVE-2016-2176,8.2,6.4
CVE-2016-2177,9.8,7.5
CVE-2016-2178,5.5,2.1
CVE-2016-2179,7.5,5.0
CVE-2016-2180,7.5,5.0
CVE-2016-2181,7.5,5.0
CVE-2016-2182,9.8,7.5
CVE-2016-2183,7.5,5.0
CVE-2016-2184,4.6,4.9
CVE-2016-2185,4.6,4.9
CVE-2016-2186,4.6,4.9
CVE-2016-2187,4.6,4.9
CVE-2016-2188,4.6,4.9
CVE-2016-2189,NA,NA
CVE-2016-2190,5.3,5.0
CVE-2016-2191,6.5,4.3
CVE-2016-2192,6.5,4.0
CVE-2016-2193,7.5,5.0
CVE-2016-2194,7.5,5.0
CVE-2016-2195,9.8,10.0
CVE-2016-2196,9.8,10.0
CVE-2016-2197,5.5,2.1
CVE-2016-2198,5.5,2.1
CVE-2016-2199,8.8,6.8
CVE-2016-2200,7.5,7.8
CVE-2016-2201,5.3,5.0
CVE-2016-2202,5.5,2.1
CVE-2016-2203,3.3,2.1
CVE-2016-2204,8.2,6.5
CVE-2016-2205,5.7,6.1
CVE-2016-2206,5.7,3.3
CVE-2016-2207,8.4,10.0
CVE-2016-2208,9.1,9.4
CVE-2016-2209,7.3,9.0
CVE-2016-2210,7.3,9.0
CVE-2016-2211,7.8,9.3
CVE-2016-2212,5.3,5.0
CVE-2016-2213,6.5,4.3
CVE-2016-2214,6.1,4.3
CVE-2016-2216,7.5,4.3
CVE-2016-2217,5.3,5.0
CVE-2016-2219,5.4,3.5
CVE-2016-2221,7.4,5.8
CVE-2016-2222,8.6,5.0
CVE-2016-2224,7.5,5.0
CVE-2016-2225,7.5,5.0
CVE-2016-2226,7.8,6.8
CVE-2016-2228,6.1,4.3
CVE-2016-2230,9.8,10.0
CVE-2016-2231,9.8,9.0
CVE-2016-2232,6.5,4.0
CVE-2016-2233,7.5,5.0
CVE-2016-2242,9.8,10.0
CVE-2016-2243,7.9,5.4
CVE-2016-2244,5.9,5.0
CVE-2016-2245,9.8,10.0
CVE-2016-2246,7.8,7.2
CVE-2016-2247,NA,NA
CVE-2016-2248,NA,NA
CVE-2016-2249,NA,NA
CVE-2016-2250,NA,NA
CVE-2016-2251,NA,NA
CVE-2016-2252,NA,NA
CVE-2016-2253,NA,NA
CVE-2016-2254,NA,NA
CVE-2016-2255,NA,NA
CVE-2016-2256,NA,NA
CVE-2016-2257,NA,NA
CVE-2016-2258,NA,NA
CVE-2016-2259,NA,NA
CVE-2016-2260,NA,NA
CVE-2016-2261,NA,NA
CVE-2016-2262,NA,NA
CVE-2016-2263,NA,NA
CVE-2016-2264,NA,NA
CVE-2016-2265,NA,NA
CVE-2016-2266,NA,NA
CVE-2016-2267,NA,NA
CVE-2016-2268,6.8,5.8
CVE-2016-2270,6.8,4.6
CVE-2016-2271,5.5,2.1
CVE-2016-2272,7.5,5.0
CVE-2016-2273,NA,NA
CVE-2016-2274,6.1,4.3
CVE-2016-2275,9.8,10.0
CVE-2016-2276,NA,NA
CVE-2016-2277,6.3,6.9
CVE-2016-2278,7.2,9.0
CVE-2016-2279,6.1,4.3
CVE-2016-2280,7.5,7.8
CVE-2016-2281,7.2,6.0
CVE-2016-2282,5.3,5.0
CVE-2016-2283,5.3,5.0
CVE-2016-2284,NA,NA
CVE-2016-2285,8.8,6.8
CVE-2016-2286,7.5,5.0
CVE-2016-2287,6.1,4.3
CVE-2016-2288,7.8,7.2
CVE-2016-2289,7.5,5.0
CVE-2016-2290,8.8,6.8
CVE-2016-2291,6.5,4.3
CVE-2016-2292,6.5,4.3
CVE-2016-2293,8.6,7.5
CVE-2016-2294,7.5,5.0
CVE-2016-2295,7.5,5.0
CVE-2016-2296,9.4,7.5
CVE-2016-2297,9.4,9.7
CVE-2016-2298,9.8,10.0
CVE-2016-2299,7.3,7.5
CVE-2016-2300,6.5,6.4
CVE-2016-2301,6.3,6.5
CVE-2016-2302,5.3,5.0
CVE-2016-2303,5.3,5.0
CVE-2016-2304,4.3,4.3
CVE-2016-2305,6.1,4.3
CVE-2016-2306,7.5,7.8
CVE-2016-2307,7.5,5.0
CVE-2016-2308,8.6,7.5
CVE-2016-2309,7.2,8.0
CVE-2016-2310,9.8,10.0
CVE-2016-2311,6.5,4.0
CVE-2016-2312,6.8,4.6
CVE-2016-2313,8.8,6.5
CVE-2016-2314,4.9,6.3
CVE-2016-2315,9.8,10.0
CVE-2016-2316,5.9,7.1
CVE-2016-2317,5.5,4.3
CVE-2016-2318,5.5,4.3
CVE-2016-2324,9.8,10.0
CVE-2016-2326,8.8,6.8
CVE-2016-2327,8.8,6.8
CVE-2016-2328,8.8,6.8
CVE-2016-2329,8.8,6.8
CVE-2016-2330,8.8,6.8
CVE-2016-2331,9.8,10.0
CVE-2016-2332,8.8,9.0
CVE-2016-2333,7.5,5.0
CVE-2016-2334,7.8,9.3
CVE-2016-2335,8.8,6.8
CVE-2016-2336,9.8,7.5
CVE-2016-2337,9.8,7.5
CVE-2016-2339,9.8,7.5
CVE-2016-2340,5.4,5.5
CVE-2016-2342,8.1,7.6
CVE-2016-2343,9.8,10.0
CVE-2016-2344,7.5,7.8
CVE-2016-2345,9.8,10.0
CVE-2016-2346,8.1,6.8
CVE-2016-2347,7.8,6.8
CVE-2016-2349,7.5,5.0
CVE-2016-2350,6.1,4.3
CVE-2016-2351,9.8,7.5
CVE-2016-2352,8.8,6.5
CVE-2016-2353,7.8,7.2
CVE-2016-2354,8.8,8.0
CVE-2016-2355,9.8,7.5
CVE-2016-2362,9.8,10.0
CVE-2016-2363,7.8,7.2
CVE-2016-2364,7.5,5.0
CVE-2016-2365,5.9,4.3
CVE-2016-2366,5.9,4.3
CVE-2016-2367,5.9,3.5
CVE-2016-2368,8.1,7.5
CVE-2016-2369,5.9,4.3
CVE-2016-2370,5.9,4.3
CVE-2016-2371,8.1,6.8
CVE-2016-2372,5.9,4.9
CVE-2016-2373,5.9,4.3
CVE-2016-2374,8.1,6.8
CVE-2016-2375,5.3,5.0
CVE-2016-2376,8.1,6.8
CVE-2016-2377,8.1,6.8
CVE-2016-2378,8.1,6.8
CVE-2016-2379,8.8,3.3
CVE-2016-2380,3.1,4.3
CVE-2016-2381,6.5,5.0
CVE-2016-2383,5.5,2.1
CVE-2016-2384,4.6,4.9
CVE-2016-2385,9.8,10.0
CVE-2016-2386,9.1,7.5
CVE-2016-2387,6.1,4.3
CVE-2016-2388,5.3,5.0
CVE-2016-2389,7.5,7.8
CVE-2016-2390,5.9,4.3
CVE-2016-2391,5.0,2.1
CVE-2016-2392,6.5,2.1
CVE-2016-2393,7.8,7.2
CVE-2016-2396,9.9,9.0
CVE-2016-2397,9.8,10.0
CVE-2016-2398,6.5,3.3
CVE-2016-2399,7.8,6.8
CVE-2016-2402,5.9,4.3
CVE-2016-2403,9.8,7.5
CVE-2016-2404,7.5,6.0
CVE-2016-2405,8.8,9.0
CVE-2016-2406,4.3,4.0
CVE-2016-2407,NA,NA
CVE-2016-2408,7.8,7.2
CVE-2016-2409,8.1,9.3
CVE-2016-2410,7.4,6.9
CVE-2016-2411,6.5,9.3
CVE-2016-2412,7.8,9.3
CVE-2016-2413,7.8,9.3
CVE-2016-2414,6.2,4.9
CVE-2016-2415,5.5,7.1
CVE-2016-2416,9.8,10.0
CVE-2016-2417,9.8,10.0
CVE-2016-2418,9.8,10.0
CVE-2016-2419,9.8,10.0
CVE-2016-2420,7.8,9.3
CVE-2016-2421,6.1,6.6
CVE-2016-2422,7.8,9.3
CVE-2016-2423,6.1,6.6
CVE-2016-2424,5.5,7.1
CVE-2016-2425,5.5,4.3
CVE-2016-2426,5.5,4.3
CVE-2016-2427,5.5,4.3
CVE-2016-2428,9.8,10.0
CVE-2016-2429,9.8,10.0
CVE-2016-2430,7.8,9.3
CVE-2016-2431,7.8,9.3
CVE-2016-2432,7.8,9.3
CVE-2016-2433,8.8,8.3
CVE-2016-2434,7.8,9.3
CVE-2016-2435,7.8,9.3
CVE-2016-2436,7.8,9.3
CVE-2016-2437,7.8,9.3
CVE-2016-2438,NA,NA
CVE-2016-2439,8.8,5.4
CVE-2016-2440,7.8,9.3
CVE-2016-2441,7.0,7.6
CVE-2016-2442,7.0,7.6
CVE-2016-2443,7.0,7.6
CVE-2016-2444,7.0,7.6
CVE-2016-2445,7.0,7.6
CVE-2016-2446,7.0,7.6
CVE-2016-2447,NA,NA
CVE-2016-2448,7.8,9.3
CVE-2016-2449,7.8,9.3
CVE-2016-2450,7.8,9.3
CVE-2016-2451,7.8,9.3
CVE-2016-2452,7.8,9.3
CVE-2016-2453,7.0,7.6
CVE-2016-2454,5.5,7.1
CVE-2016-2455,NA,NA
CVE-2016-2456,7.0,5.1
CVE-2016-2457,5.5,2.1
CVE-2016-2458,5.5,4.3
CVE-2016-2459,5.5,4.3
CVE-2016-2460,5.5,4.3
CVE-2016-2461,7.0,7.6
CVE-2016-2462,7.0,7.6
CVE-2016-2463,8.4,7.5
CVE-2016-2464,7.8,9.3
CVE-2016-2465,7.8,9.3
CVE-2016-2466,7.8,9.3
CVE-2016-2467,7.8,9.3
CVE-2016-2468,7.8,9.3
CVE-2016-2469,7.8,9.3
CVE-2016-2470,7.8,9.3
CVE-2016-2471,7.8,9.3
CVE-2016-2472,7.8,9.3
CVE-2016-2473,9.8,9.3
CVE-2016-2474,7.8,9.3
CVE-2016-2475,7.8,6.8
CVE-2016-2476,7.8,9.3
CVE-2016-2477,7.8,9.3
CVE-2016-2478,7.8,9.3
CVE-2016-2479,7.8,9.3
CVE-2016-2480,7.8,9.3
CVE-2016-2481,7.8,9.3
CVE-2016-2482,7.8,9.3
CVE-2016-2483,7.8,9.3
CVE-2016-2484,7.8,9.3
CVE-2016-2485,7.8,9.3
CVE-2016-2486,7.8,9.3
CVE-2016-2487,7.8,9.3
CVE-2016-2488,7.8,9.3
CVE-2016-2489,7.8,9.3
CVE-2016-2490,7.8,9.3
CVE-2016-2491,7.8,9.3
CVE-2016-2492,7.8,9.3
CVE-2016-2493,7.8,9.3
CVE-2016-2494,7.8,9.3
CVE-2016-2495,5.5,7.1
CVE-2016-2496,9.8,10.0
CVE-2016-2497,7.3,7.5
CVE-2016-2498,5.5,4.3
CVE-2016-2499,5.5,4.3
CVE-2016-2500,5.5,4.3
CVE-2016-2501,7.8,9.3
CVE-2016-2502,7.8,9.3
CVE-2016-2503,7.8,9.3
CVE-2016-2504,7.8,6.9
CVE-2016-2505,7.8,9.3
CVE-2016-2506,9.8,10.0
CVE-2016-2507,7.8,9.3
CVE-2016-2508,7.8,9.3
CVE-2016-2509,5.3,2.9
CVE-2016-2510,8.1,6.8
CVE-2016-2511,6.1,4.3
CVE-2016-2512,7.4,4.3
CVE-2016-2513,3.1,2.6
CVE-2016-2515,7.5,7.8
CVE-2016-2516,5.3,7.1
CVE-2016-2517,5.3,4.9
CVE-2016-2518,5.3,5.0
CVE-2016-2519,5.9,4.9
CVE-2016-2521,7.8,7.2
CVE-2016-2522,5.9,4.3
CVE-2016-2523,5.9,7.1
CVE-2016-2524,5.9,4.3
CVE-2016-2525,5.9,4.3
CVE-2016-2526,5.9,4.3
CVE-2016-2527,5.5,4.3
CVE-2016-2528,5.9,4.3
CVE-2016-2529,5.5,4.3
CVE-2016-2530,5.9,4.3
CVE-2016-2531,5.9,4.3
CVE-2016-2532,5.9,4.3
CVE-2016-2533,6.5,4.3
CVE-2016-2536,8.8,6.8
CVE-2016-2537,7.5,5.0
CVE-2016-2538,7.1,3.6
CVE-2016-2539,8.8,6.8
CVE-2016-2540,5.5,4.3
CVE-2016-2541,5.5,4.3
CVE-2016-2542,7.8,7.2
CVE-2016-2543,6.2,4.9
CVE-2016-2544,5.1,4.7
CVE-2016-2545,5.1,4.7
CVE-2016-2546,5.1,4.7
CVE-2016-2547,5.1,4.7
CVE-2016-2548,6.2,4.9
CVE-2016-2549,6.2,2.1
CVE-2016-2550,5.5,4.9
CVE-2016-2553,NA,NA
CVE-2016-2554,9.8,10.0
CVE-2016-2555,9.8,7.5
CVE-2016-2556,7.8,7.2
CVE-2016-2557,8.4,7.2
CVE-2016-2558,8.4,7.2
CVE-2016-2559,5.4,3.5
CVE-2016-2560,6.1,4.3
CVE-2016-2561,5.4,3.5
CVE-2016-2562,6.8,5.8
CVE-2016-2563,9.8,7.5
CVE-2016-2564,5.9,4.3
CVE-2016-2565,3.3,2.1
CVE-2016-2566,9.8,7.5
CVE-2016-2567,3.3,2.1
CVE-2016-2568,7.8,4.4
CVE-2016-2569,7.5,5.0
CVE-2016-2570,7.5,5.0
CVE-2016-2571,7.5,5.0
CVE-2016-2572,7.5,5.0
CVE-2016-2574,NA,NA
CVE-2016-2575,NA,NA
CVE-2016-2576,NA,NA
CVE-2016-2577,NA,NA
CVE-2016-2578,NA,NA
CVE-2016-2579,NA,NA
CVE-2016-2580,NA,NA
CVE-2016-2581,NA,NA
CVE-2016-2582,NA,NA
CVE-2016-2583,NA,NA
CVE-2016-2584,NA,NA
CVE-2016-2585,NA,NA
CVE-2016-2586,NA,NA
CVE-2016-2587,NA,NA
CVE-2016-2588,NA,NA
CVE-2016-2589,NA,NA
CVE-2016-2590,NA,NA
CVE-2016-2591,NA,NA
CVE-2016-2592,NA,NA
CVE-2016-2593,NA,NA
CVE-2016-2594,NA,NA
CVE-2016-2595,NA,NA
CVE-2016-2596,NA,NA
CVE-2016-2597,NA,NA
CVE-2016-2598,NA,NA
CVE-2016-2599,NA,NA
CVE-2016-2600,NA,NA
CVE-2016-2601,NA,NA
CVE-2016-2602,NA,NA
CVE-2016-2603,NA,NA
CVE-2016-2604,NA,NA
CVE-2016-2605,NA,NA
CVE-2016-2606,NA,NA
CVE-2016-2607,NA,NA
CVE-2016-2608,NA,NA
CVE-2016-2609,NA,NA
CVE-2016-2610,NA,NA
CVE-2016-2611,NA,NA
CVE-2016-2612,NA,NA
CVE-2016-2613,NA,NA
CVE-2016-2614,NA,NA
CVE-2016-2615,NA,NA
CVE-2016-2616,NA,NA
CVE-2016-2617,NA,NA
CVE-2016-2618,NA,NA
CVE-2016-2619,NA,NA
CVE-2016-2620,NA,NA
CVE-2016-2621,NA,NA
CVE-2016-2622,NA,NA
CVE-2016-2623,NA,NA
CVE-2016-2624,NA,NA
CVE-2016-2625,NA,NA
CVE-2016-2626,NA,NA
CVE-2016-2627,NA,NA
CVE-2016-2628,NA,NA
CVE-2016-2629,NA,NA
CVE-2016-2630,NA,NA
CVE-2016-2631,NA,NA
CVE-2016-2632,NA,NA
CVE-2016-2633,NA,NA
CVE-2016-2634,NA,NA
CVE-2016-2635,NA,NA
CVE-2016-2636,NA,NA
CVE-2016-2637,NA,NA
CVE-2016-2638,NA,NA
CVE-2016-2639,NA,NA
CVE-2016-2640,NA,NA
CVE-2016-2641,NA,NA
CVE-2016-2642,NA,NA
CVE-2016-2643,NA,NA
CVE-2016-2644,NA,NA
CVE-2016-2645,NA,NA
CVE-2016-2646,NA,NA
CVE-2016-2647,NA,NA
CVE-2016-2648,NA,NA
CVE-2016-2649,NA,NA
CVE-2016-2650,NA,NA
CVE-2016-2651,NA,NA
CVE-2016-2652,NA,NA
CVE-2016-2653,NA,NA
CVE-2016-2654,NA,NA
CVE-2016-2655,NA,NA
CVE-2016-2656,NA,NA
CVE-2016-2657,NA,NA
CVE-2016-2658,NA,NA
CVE-2016-2659,NA,NA
CVE-2016-2660,NA,NA
CVE-2016-2661,NA,NA
CVE-2016-2662,NA,NA
CVE-2016-2663,NA,NA
CVE-2016-2664,NA,NA
CVE-2016-2665,NA,NA
CVE-2016-2666,NA,NA
CVE-2016-2667,NA,NA
CVE-2016-2668,NA,NA
CVE-2016-2669,NA,NA
CVE-2016-2670,NA,NA
CVE-2016-2671,NA,NA
CVE-2016-2672,NA,NA
CVE-2016-2673,NA,NA
CVE-2016-2674,NA,NA
CVE-2016-2675,NA,NA
CVE-2016-2676,NA,NA
CVE-2016-2677,NA,NA
CVE-2016-2678,NA,NA
CVE-2016-2679,NA,NA
CVE-2016-2680,NA,NA
CVE-2016-2681,NA,NA
CVE-2016-2682,NA,NA
CVE-2016-2683,NA,NA
CVE-2016-2684,NA,NA
CVE-2016-2685,NA,NA
CVE-2016-2686,NA,NA
CVE-2016-2687,NA,NA
CVE-2016-2688,NA,NA
CVE-2016-2689,NA,NA
CVE-2016-2690,NA,NA
CVE-2016-2691,NA,NA
CVE-2016-2692,NA,NA
CVE-2016-2693,NA,NA
CVE-2016-2694,NA,NA
CVE-2016-2695,NA,NA
CVE-2016-2696,NA,NA
CVE-2016-2697,NA,NA
CVE-2016-2698,NA,NA
CVE-2016-2699,NA,NA
CVE-2016-2700,NA,NA
CVE-2016-2701,NA,NA
CVE-2016-2702,NA,NA
CVE-2016-2703,NA,NA
CVE-2016-2704,NA,NA
CVE-2016-2705,NA,NA
CVE-2016-2706,NA,NA
CVE-2016-2707,NA,NA
CVE-2016-2708,NA,NA
CVE-2016-2709,NA,NA
CVE-2016-2710,NA,NA
CVE-2016-2711,NA,NA
CVE-2016-2712,NA,NA
CVE-2016-2713,NA,NA
CVE-2016-2714,NA,NA
CVE-2016-2715,NA,NA
CVE-2016-2716,NA,NA
CVE-2016-2717,NA,NA
CVE-2016-2718,NA,NA
CVE-2016-2719,NA,NA
CVE-2016-2720,NA,NA
CVE-2016-2721,NA,NA
CVE-2016-2722,NA,NA
CVE-2016-2723,NA,NA
CVE-2016-2724,NA,NA
CVE-2016-2725,NA,NA
CVE-2016-2726,NA,NA
CVE-2016-2727,NA,NA
CVE-2016-2728,NA,NA
CVE-2016-2729,NA,NA
CVE-2016-2730,NA,NA
CVE-2016-2731,NA,NA
CVE-2016-2732,NA,NA
CVE-2016-2733,NA,NA
CVE-2016-2734,NA,NA
CVE-2016-2735,NA,NA
CVE-2016-2736,NA,NA
CVE-2016-2737,NA,NA
CVE-2016-2738,NA,NA
CVE-2016-2739,NA,NA
CVE-2016-2740,NA,NA
CVE-2016-2741,NA,NA
CVE-2016-2742,NA,NA
CVE-2016-2743,NA,NA
CVE-2016-2744,NA,NA
CVE-2016-2745,NA,NA
CVE-2016-2746,NA,NA
CVE-2016-2747,NA,NA
CVE-2016-2748,NA,NA
CVE-2016-2749,NA,NA
CVE-2016-2750,NA,NA
CVE-2016-2751,NA,NA
CVE-2016-2752,NA,NA
CVE-2016-2753,NA,NA
CVE-2016-2754,NA,NA
CVE-2016-2755,NA,NA
CVE-2016-2756,NA,NA
CVE-2016-2757,NA,NA
CVE-2016-2758,NA,NA
CVE-2016-2759,NA,NA
CVE-2016-2760,NA,NA
CVE-2016-2761,NA,NA
CVE-2016-2762,NA,NA
CVE-2016-2763,NA,NA
CVE-2016-2764,NA,NA
CVE-2016-2765,NA,NA
CVE-2016-2766,NA,NA
CVE-2016-2767,NA,NA
CVE-2016-2768,NA,NA
CVE-2016-2769,NA,NA
CVE-2016-2770,NA,NA
CVE-2016-2771,NA,NA
CVE-2016-2772,NA,NA
CVE-2016-2773,NA,NA
CVE-2016-2774,5.9,7.1
CVE-2016-2775,5.9,4.3
CVE-2016-2776,7.5,7.8
CVE-2016-2777,NA,NA
CVE-2016-2779,7.8,7.2
CVE-2016-2780,7.8,7.2
CVE-2016-2781,6.5,2.1
CVE-2016-2782,4.6,4.9
CVE-2016-2783,9.8,10.0
